GEO_ID,NAME,,P001001,,,,,,
id,Geographic Area Name,Zip Clean,Total,,,,,,Source
8710000US0695614,"ZCTA5 95614, California",95614,3833,,,,,,
8710000US0695615,"ZCTA5 95615, California",95615,834,,,,,,
8710000US0695616,"ZCTA5 95616, California",95616,47032,,,,,,
8710000US0695618,"ZCTA5 95618, California",95618,27281,,,,,,
8710000US0695619,"ZCTA5 95619, California",95619,4842,,,,,,
8710000US0695620,"ZCTA5 95620, California",95620,20553,,,,,,
8710000US0695621,"ZCTA5 95621, California",95621,39819,,,,,,
8710000US0695623,"ZCTA5 95623, California",95623,3806,,,,,,
8710000US0695624,"ZCTA5 95624, California",95624,61989,,,,,,
8710000US0695625,"ZCTA5 95625, California",95625,155,,,,,,
8710000US0695626,"ZCTA5 95626, California",95626,5975,,,,,,
8710000US0695627,"ZCTA5 95627, California",95627,3513,,,,,,
8710000US0695628,"ZCTA5 95628, California",95628,40196,,,,,,
8710000US0695629,"ZCTA5 95629, California",95629,832,,,,,,
8710000US0695633,"ZCTA5 95633, California",95633,3349,,,,,,
8710000US0696092,"ZCTA5 96092, California",96092,496,,,,,,
8710000US0696093,"ZCTA5 96093, California",96093,4133,,,,,,
8710000US0696094,"ZCTA5 96094, California",96094,6630,,,,,,
8710000US0692365,"ZCTA5 92365, California",92365,2637,,,,,,
8710000US0692368,"ZCTA5 92368, California",92368,1113,,,,,,
8710000US0692371,"ZCTA5 92371, California",92371,16763,,,,,,
8710000US0692372,"ZCTA5 92372, California",92372,6220,,,,,,
8710000US0692373,"ZCTA5 92373, California",92373,33423,,,,,,
8710000US0692374,"ZCTA5 92374, California",92374,40267,,,,,,
8710000US0692376,"ZCTA5 92376, California",92376,81516,,,,,,
8710000US0692377,"ZCTA5 92377, California",92377,19989,,,,,,
8710000US0692378,"ZCTA5 92378, California",92378,183,,,,,,
8710000US0692382,"ZCTA5 92382, California",92382,5268,,,,,,
8710000US0692384,"ZCTA5 92384, California",92384,36,,,,,,
8710000US0692385,"ZCTA5 92385, California",92385,313,,,,,,
8710000US0692386,"ZCTA5 92386, California",92386,2270,,,,,,
8710000US0692389,"ZCTA5 92389, California",92389,156,,,,,,
8710000US0692391,"ZCTA5 92391, California",92391,2534,,,,,,
8710000US0692392,"ZCTA5 92392, California",92392,54858,,,,,,
8710000US0692394,"ZCTA5 92394, California",92394,33237,,,,,,
8710000US0692395,"ZCTA5 92395, California",92395,42400,,,,,,
8710000US0692397,"ZCTA5 92397, California",92397,4894,,,,,,
8710000US0692398,"ZCTA5 92398, California",92398,1379,,,,,,
8710000US0692399,"ZCTA5 92399, California",92399,52606,,,,,,
8710000US0692401,"ZCTA5 92401, California",92401,1932,,,,,,
8710000US0692404,"ZCTA5 92404, California",92404,58271,,,,,,
8710000US0692405,"ZCTA5 92405, California",92405,28873,,,,,,
8710000US0692407,"ZCTA5 92407, California",92407,56689,,,,,,
8710000US0692408,"ZCTA5 92408, California",92408,15271,,,,,,
8710000US0692410,"ZCTA5 92410, California",92410,49410,,,,,,
8710000US0692411,"ZCTA5 92411, California",92411,26214,,,,,,
8710000US0692501,"ZCTA5 92501, California",92501,20970,,,,,,
8710000US0692503,"ZCTA5 92503, California",92503,84519,,,,,,
8710000US0692504,"ZCTA5 92504, California",92504,53778,,,,,,
8710000US0692505,"ZCTA5 92505, California",92505,47672,,,,,,
8710000US0692506,"ZCTA5 92506, California",92506,44001,,,,,,
8710000US0692507,"ZCTA5 92507, California",92507,58002,,,,,,
8710000US0692508,"ZCTA5 92508, California",92508,35000,,,,,,
8710000US0692509,"ZCTA5 92509, California",92509,75196,,,,,,
8710000US0692518,"ZCTA5 92518, California",92518,1162,,,,,,
8710000US0692530,"ZCTA5 92530, California",92530,50216,,,,,,
8710000US0692532,"ZCTA5 92532, California",92532,18644,,,,,,
8710000US0692536,"ZCTA5 92536, California",92536,3810,,,,,,
8710000US0692539,"ZCTA5 92539, California",92539,4734,,,,,,
8710000US0692543,"ZCTA5 92543, California",92543,33555,,,,,,
8710000US0692549,"ZCTA5 92549, California",92549,3926,,,,,,
8710000US0693266,"ZCTA5 93266, California",93266,1587,,,,,,
8710000US0693267,"ZCTA5 93267, California",93267,6237,,,,,,
8710000US0693268,"ZCTA5 93268, California",93268,16897,,,,,,
8710000US0693270,"ZCTA5 93270, California",93270,5837,,,,,,
8710000US0693271,"ZCTA5 93271, California",93271,2276,,,,,,
8710000US0693272,"ZCTA5 93272, California",93272,3583,,,,,,
8710000US0693274,"ZCTA5 93274, California",93274,69721,,,,,,
8710000US0693276,"ZCTA5 93276, California",93276,161,,,,,,
8710000US0693277,"ZCTA5 93277, California",93277,50607,,,,,,
8710000US0693280,"ZCTA5 93280, California",93280,27152,,,,,,
8710000US0693283,"ZCTA5 93283, California",93283,2040,,,,,,
8710000US0693285,"ZCTA5 93285, California",93285,2536,,,,,,
8710000US0693286,"ZCTA5 93286, California",93286,9548,,,,,,
8710000US0693287,"ZCTA5 93287, California",93287,119,,,,,,
8710000US0693291,"ZCTA5 93291, California",93291,52849,,,,,,
8710000US0693292,"ZCTA5 93292, California",93292,39032,,,,,,
8710000US0693301,"ZCTA5 93301, California",93301,12248,,,,,,
8710000US0693304,"ZCTA5 93304, California",93304,48731,,,,,,
8710000US0693305,"ZCTA5 93305, California",93305,37601,,,,,,
8710000US0693306,"ZCTA5 93306, California",93306,64587,,,,,,
8710000US0693307,"ZCTA5 93307, California",93307,82658,,,,,,
8710000US0693308,"ZCTA5 93308, California",93308,52447,,,,,,
8710000US0693309,"ZCTA5 93309, California",93309,58409,,,,,,
8710000US0692014,"ZCTA5 92014, California",92014,13154,,,,,,
8710000US0692019,"ZCTA5 92019, California",92019,42598,,,,,,
8710000US0692020,"ZCTA5 92020, California",92020,57767,,,,,,
8710000US0692021,"ZCTA5 92021, California",92021,65068,,,,,,
8710000US0692024,"ZCTA5 92024, California",92024,49121,,,,,,
8710000US0692025,"ZCTA5 92025, California",92025,49978,,,,,,
8710000US0692026,"ZCTA5 92026, California",92026,48922,,,,,,
8710000US0692027,"ZCTA5 92027, California",92027,53881,,,,,,
8710000US0692028,"ZCTA5 92028, California",92028,46239,,,,,,
8710000US0692029,"ZCTA5 92029, California",92029,19021,,,,,,
8710000US0692036,"ZCTA5 92036, California",92036,3440,,,,,,
8710000US0692037,"ZCTA5 92037, California",92037,46781,,,,,,
8710000US0692040,"ZCTA5 92040, California",92040,41281,,,,,,
8710000US0692054,"ZCTA5 92054, California",92054,40375,,,,,,
8710000US0692055,"ZCTA5 92055, California",92055,15655,,,,,,
8710000US0692056,"ZCTA5 92056, California",92056,51835,,,,,,
8710000US0692057,"ZCTA5 92057, California",92057,54096,,,,,,
8710000US0692058,"ZCTA5 92058, California",92058,42436,,,,,,
8710000US0692059,"ZCTA5 92059, California",92059,1618,,,,,,
8710000US0692060,"ZCTA5 92060, California",92060,218,,,,,,
8710000US0692544,"ZCTA5 92544, California",92544,44734,,,,,,
8710000US0692545,"ZCTA5 92545, California",92545,39457,,,,,,
8710000US0692548,"ZCTA5 92548, California",92548,6643,,,,,,
8710000US0692551,"ZCTA5 92551, California",92551,30815,,,,,,
8710000US0692553,"ZCTA5 92553, California",92553,73722,,,,,,
8710000US0692555,"ZCTA5 92555, California",92555,39076,,,,,,
8710000US0692557,"ZCTA5 92557, California",92557,50320,,,,,,
8710000US0692561,"ZCTA5 92561, California",92561,1661,,,,,,
8710000US0692562,"ZCTA5 92562, California",92562,62079,,,,,,
8710000US0692563,"ZCTA5 92563, California",92563,53892,,,,,,
8710000US0692567,"ZCTA5 92567, California",92567,9459,,,,,,
8710000US0692570,"ZCTA5 92570, California",92570,53697,,,,,,
8710000US0692571,"ZCTA5 92571, California",92571,52516,,,,,,
8710000US0692582,"ZCTA5 92582, California",92582,15649,,,,,,
8710000US0692583,"ZCTA5 92583, California",92583,30236,,,,,,
8710000US0692584,"ZCTA5 92584, California",92584,43400,,,,,,
8710000US0692585,"ZCTA5 92585, California",92585,17797,,,,,,
8710000US0692586,"ZCTA5 92586, California",92586,19815,,,,,,
8710000US0692587,"ZCTA5 92587, California",92587,16675,,,,,,
8710000US0692590,"ZCTA5 92590, California",92590,3660,,,,,,
8710000US0692591,"ZCTA5 92591, California",92591,38272,,,,,,
8710000US0692592,"ZCTA5 92592, California",92592,72492,,,,,,
8710000US0692595,"ZCTA5 92595, California",92595,29851,,,,,,
8710000US0692596,"ZCTA5 92596, California",92596,23172,,,,,,
8710000US0692602,"ZCTA5 92602, California",92602,22871,,,,,,
8710000US0692603,"ZCTA5 92603, California",92603,20184,,,,,,
8710000US0692604,"ZCTA5 92604, California",92604,26853,,,,,,
8710000US0692606,"ZCTA5 92606, California",92606,21495,,,,,,
8710000US0692610,"ZCTA5 92610, California",92610,11248,,,,,,
8710000US0692612,"ZCTA5 92612, California",92612,27522,,,,,,
8710000US0692620,"ZCTA5 92620, California",92620,38486,,,,,,
8710000US0692614,"ZCTA5 92614, California",92614,24748,,,,,,
8710000US0692617,"ZCTA5 92617, California",92617,14044,,,,,,
8710000US0692618,"ZCTA5 92618, California",92618,16366,,,,,,
8710000US0692624,"ZCTA5 92624, California",92624,7248,,,,,,
8710000US0692625,"ZCTA5 92625, California",92625,12478,,,,,,
8710000US0692626,"ZCTA5 92626, California",92626,49341,,,,,,
8710000US0692627,"ZCTA5 92627, California",92627,61510,,,,,,
8710000US0692629,"ZCTA5 92629, California",92629,25756,,,,,,
8710000US0692630,"ZCTA5 92630, California",92630,59182,,,,,,
8710000US0692637,"ZCTA5 92637, California",92637,16012,,,,,,
8710000US0692646,"ZCTA5 92646, California",92646,55224,,,,,,
8710000US0692647,"ZCTA5 92647, California",92647,57245,,,,,,
8710000US0692648,"ZCTA5 92648, California",92648,45317,,,,,,
8710000US0692649,"ZCTA5 92649, California",92649,32463,,,,,,
8710000US0692651,"ZCTA5 92651, California",92651,23881,,,,,,
8710000US0696096,"ZCTA5 96096, California",96096,695,,,,,,
8710000US0696097,"ZCTA5 96097, California",96097,10031,,,,,,
8710000US0696101,"ZCTA5 96101, California",96101,5490,,,,,,
8710000US0696106,"ZCTA5 96106, California",96106,479,,,,,,
8710000US0696103,"ZCTA5 96103, California",96103,1725,,,,,,
8710000US0696104,"ZCTA5 96104, California",96104,748,,,,,,
8710000US0696105,"ZCTA5 96105, California",96105,527,,,,,,
8710000US0696107,"ZCTA5 96107, California",96107,1269,,,,,,
8710000US0696108,"ZCTA5 96108, California",96108,122,,,,,,
8710000US0696109,"ZCTA5 96109, California",96109,2197,,,,,,
8710000US0696110,"ZCTA5 96110, California",96110,166,,,,,,
8710000US0696111,"ZCTA5 96111, California",96111,160,,,,,,
8710000US0696112,"ZCTA5 96112, California",96112,214,,,,,,
8710000US0696113,"ZCTA5 96113, California",96113,1000,,,,,,
8710000US0696114,"ZCTA5 96114, California",96114,3220,,,,,,
8710000US0696115,"ZCTA5 96115, California",96115,145,,,,,,
8710000US0696116,"ZCTA5 96116, California",96116,233,,,,,,
8710000US0696117,"ZCTA5 96117, California",96117,405,,,,,,
8710000US0696118,"ZCTA5 96118, California",96118,1627,,,,,,
8710000US0696119,"ZCTA5 96119, California",96119,90,,,,,,
8710000US0696120,"ZCTA5 96120, California",96120,957,,,,,,
8710000US0696121,"ZCTA5 96121, California",96121,368,,,,,,
8710000US0696122,"ZCTA5 96122, California",96122,3883,,,,,,
8710000US0696123,"ZCTA5 96123, California",96123,48,,,,,,
8710000US0696124,"ZCTA5 96124, California",96124,326,,,,,,
8710000US0696125,"ZCTA5 96125, California",96125,258,,,,,,
8710000US0696126,"ZCTA5 96126, California",96126,215,,,,,,
8710000US0696128,"ZCTA5 96128, California",96128,752,,,,,,
8710000US0696129,"ZCTA5 96129, California",96129,261,,,,,,
8710000US0696130,"ZCTA5 96130, California",96130,23150,,,,,,
8710000US0696132,"ZCTA5 96132, California",96132,119,,,,,,
8710000US0696133,"ZCTA5 96133, California",96133,110,,,,,,
8710000US0696134,"ZCTA5 96134, California",96134,2512,,,,,,
8710000US0696135,"ZCTA5 96135, California",96135,128,,,,,,
8710000US0696136,"ZCTA5 96136, California",96136,104,,,,,,
8710000US0696137,"ZCTA5 96137, California",96137,3297,,,,,,
8710000US0696140,"ZCTA5 96140, California",96140,1170,,,,,,
8710000US0696141,"ZCTA5 96141, California",96141,744,,,,,,
8710000US0696142,"ZCTA5 96142, California",96142,1037,,,,,,
8710000US0696143,"ZCTA5 96143, California",96143,4414,,,,,,
8710000US0696145,"ZCTA5 96145, California",96145,3161,,,,,,
8710000US0696146,"ZCTA5 96146, California",96146,1366,,,,,,
8710000US0696148,"ZCTA5 96148, California",96148,788,,,,,,
8710000US0696150,"ZCTA5 96150, California",96150,29792,,,,,,
8710000US0696155,"ZCTA5 96155, California",96155,8,,,,,,
8710000US0696161,"ZCTA5 96161, California",96161,18451,,,,,,
8710000US0697635,"ZCTA5 97635 (part), California",97635,165,,,,,,
8710000US0693311,"ZCTA5 93311, California",93311,40829,,,,,,
8710000US0693401,"ZCTA5 93401, California",93401,28033,,,,,,
8710000US0693312,"ZCTA5 93312, California",93312,56741,,,,,,
8710000US0693313,"ZCTA5 93313, California",93313,43553,,,,,,
8710000US0693314,"ZCTA5 93314, California",93314,22393,,,,,,
8710000US0693402,"ZCTA5 93402, California",93402,14318,,,,,,
8710000US0693422,"ZCTA5 93422, California",93422,31375,,,,,,
8710000US0693405,"ZCTA5 93405, California",93405,35440,,,,,,
8710000US0693410,"ZCTA5 93410, California",93410,0,,,,,,
8710000US0693420,"ZCTA5 93420, California",93420,28413,,,,,,
8710000US0693424,"ZCTA5 93424, California",93424,1261,,,,,,
8710000US0693426,"ZCTA5 93426, California",93426,1401,,,,,,
8710000US0693427,"ZCTA5 93427, California",93427,5505,,,,,,
8710000US0693428,"ZCTA5 93428, California",93428,6314,,,,,,
8710000US0693429,"ZCTA5 93429, California",93429,154,,,,,,
8710000US0693430,"ZCTA5 93430, California",93430,2972,,,,,,
8710000US0693432,"ZCTA5 93432, California",93432,1384,,,,,,
8710000US0693433,"ZCTA5 93433, California",93433,13162,,,,,,
8710000US0693434,"ZCTA5 93434, California",93434,7110,,,,,,
8710000US0693436,"ZCTA5 93436, California",93436,54017,,,,,,
8710000US0693437,"ZCTA5 93437, California",93437,3338,,,,,,
8710000US0693440,"ZCTA5 93440, California",93440,2058,,,,,,
8710000US0693441,"ZCTA5 93441, California",93441,1530,,,,,,
8710000US0693442,"ZCTA5 93442, California",93442,10789,,,,,,
8710000US0693444,"ZCTA5 93444, California",93444,19244,,,,,,
8710000US0693445,"ZCTA5 93445, California",93445,7173,,,,,,
8710000US0693446,"ZCTA5 93446, California",93446,43714,,,,,,
8710000US0693449,"ZCTA5 93449, California",93449,7657,,,,,,
8710000US0693450,"ZCTA5 93450, California",93450,740,,,,,,
8710000US0693451,"ZCTA5 93451, California",93451,3779,,,,,,
8710000US0693455,"ZCTA5 93455, California",93455,41684,,,,,,
8710000US0693452,"ZCTA5 93452, California",93452,524,,,,,,
8710000US0693453,"ZCTA5 93453, California",93453,2899,,,,,,
8710000US0693454,"ZCTA5 93454, California",93454,36448,,,,,,
8710000US0693458,"ZCTA5 93458, California",93458,55431,,,,,,
8710000US0693460,"ZCTA5 93460, California",93460,5255,,,,,,
8710000US0693461,"ZCTA5 93461, California",93461,1623,,,,,,
8710000US0694112,"ZCTA5 94112, California",94112,79407,,,,,,
8710000US0694114,"ZCTA5 94114, California",94114,31124,,,,,,
8710000US0694115,"ZCTA5 94115, California",94115,33021,,,,,,
8710000US0694116,"ZCTA5 94116, California",94116,43698,,,,,,
8710000US0694117,"ZCTA5 94117, California",94117,39169,,,,,,
8710000US0694118,"ZCTA5 94118, California",94118,38319,,,,,,
8710000US0694121,"ZCTA5 94121, California",94121,41203,,,,,,
8710000US0694122,"ZCTA5 94122, California",94122,56023,,,,,,
8710000US0694123,"ZCTA5 94123, California",94123,23088,,,,,,
8710000US0694124,"ZCTA5 94124, California",94124,33996,,,,,,
8710000US0694127,"ZCTA5 94127, California",94127,19289,,,,,,
8710000US0694128,"ZCTA5 94128, California",94128,69,,,,,,
8710000US0694129,"ZCTA5 94129, California",94129,3183,,,,,,
8710000US0694130,"ZCTA5 94130, California",94130,2880,,,,,,
8710000US0694131,"ZCTA5 94131, California",94131,26881,,,,,,
8710000US0694132,"ZCTA5 94132, California",94132,28129,,,,,,
8710000US0694133,"ZCTA5 94133, California",94133,26237,,,,,,
8710000US0694134,"ZCTA5 94134, California",94134,40798,,,,,,
8710000US0694158,"ZCTA5 94158, California",94158,4792,,,,,,
8710000US0694301,"ZCTA5 94301, California",94301,16995,,,,,,
8710000US0694303,"ZCTA5 94303, California",94303,45467,,,,,,
8710000US0694304,"ZCTA5 94304, California",94304,3627,,,,,,
8710000US0694305,"ZCTA5 94305, California",94305,13862,,,,,,
8710000US0694306,"ZCTA5 94306, California",94306,26469,,,,,,
8710000US0694401,"ZCTA5 94401, California",94401,34429,,,,,,
8710000US0694402,"ZCTA5 94402, California",94402,23981,,,,,,
8710000US0694403,"ZCTA5 94403, California",94403,39642,,,,,,
8710000US0694404,"ZCTA5 94404, California",94404,33749,,,,,,
8710000US0694501,"ZCTA5 94501, California",94501,60212,,,,,,
8710000US0692653,"ZCTA5 92653, California",92653,29291,,,,,,
8710000US0692655,"ZCTA5 92655, California",92655,8337,,,,,,
8710000US0692656,"ZCTA5 92656, California",92656,49046,,,,,,
8710000US0692657,"ZCTA5 92657, California",92657,9741,,,,,,
8710000US0692660,"ZCTA5 92660, California",92660,34797,,,,,,
8710000US0692661,"ZCTA5 92661, California",92661,3744,,,,,,
8710000US0692662,"ZCTA5 92662, California",92662,2756,,,,,,
8710000US0692663,"ZCTA5 92663, California",92663,21649,,,,,,
8710000US0692672,"ZCTA5 92672, California",92672,34464,,,,,,
8710000US0692673,"ZCTA5 92673, California",92673,29309,,,,,,
8710000US0692675,"ZCTA5 92675, California",92675,34731,,,,,,
8710000US0692676,"ZCTA5 92676, California",92676,1945,,,,,,
8710000US0692677,"ZCTA5 92677, California",92677,63297,,,,,,
8710000US0692678,"ZCTA5 92678, California",92678,494,,,,,,
8710000US0692679,"ZCTA5 92679, California",92679,32611,,,,,,
8710000US0692683,"ZCTA5 92683, California",92683,89747,,,,,,
8710000US0693465,"ZCTA5 93465, California",93465,9153,,,,,,
8710000US0693501,"ZCTA5 93501, California",93501,5467,,,,,,
8710000US0693505,"ZCTA5 93505, California",93505,14038,,,,,,
8710000US0693510,"ZCTA5 93510, California",93510,7993,,,,,,
8710000US0693512,"ZCTA5 93512, California",93512,277,,,,,,
8710000US0693513,"ZCTA5 93513, California",93513,1763,,,,,,
8710000US0693514,"ZCTA5 93514, California",93514,13857,,,,,,
8710000US0693516,"ZCTA5 93516, California",93516,2299,,,,,,
8710000US0693517,"ZCTA5 93517, California",93517,670,,,,,,
8710000US0693518,"ZCTA5 93518, California",93518,1146,,,,,,
8710000US0693519,"ZCTA5 93519, California",93519,101,,,,,,
8710000US0693522,"ZCTA5 93522, California",93522,48,,,,,,
8710000US0693523,"ZCTA5 93523, California",93523,3074,,,,,,
8710000US0693524,"ZCTA5 93524, California",93524,229,,,,,,
8710000US0693526,"ZCTA5 93526, California",93526,719,,,,,,
8710000US0693527,"ZCTA5 93527, California",93527,2387,,,,,,
8710000US0693528,"ZCTA5 93528, California",93528,172,,,,,,
8710000US0693529,"ZCTA5 93529, California",93529,633,,,,,,
8710000US0693530,"ZCTA5 93530, California",93530,47,,,,,,
8710000US0693531,"ZCTA5 93531, California",93531,509,,,,,,
8710000US0693532,"ZCTA5 93532, California",93532,2932,,,,,,
8710000US0693534,"ZCTA5 93534, California",93534,39341,,,,,,
8710000US0693535,"ZCTA5 93535, California",93535,72046,,,,,,
8710000US0693536,"ZCTA5 93536, California",93536,70918,,,,,,
8710000US0693541,"ZCTA5 93541, California",93541,449,,,,,,
8710000US0693543,"ZCTA5 93543, California",93543,13033,,,,,,
8710000US0693544,"ZCTA5 93544, California",93544,1259,,,,,,
8710000US0693545,"ZCTA5 93545, California",93545,2082,,,,,,
8710000US0693546,"ZCTA5 93546, California",93546,9567,,,,,,
8710000US0693549,"ZCTA5 93549, California",93549,344,,,,,,
8710000US0693550,"ZCTA5 93550, California",93550,74929,,,,,,
8710000US0693551,"ZCTA5 93551, California",93551,50798,,,,,,
8710000US0693552,"ZCTA5 93552, California",93552,38158,,,,,,
8710000US0693553,"ZCTA5 93553, California",93553,2138,,,,,,
8710000US0693554,"ZCTA5 93554, California",93554,72,,,,,,
8710000US0693555,"ZCTA5 93555, California",93555,32560,,,,,,
8710000US0693558,"ZCTA5 93558, California",93558,125,,,,,,
8710000US0693560,"ZCTA5 93560, California",93560,18910,,,,,,
8710000US0693561,"ZCTA5 93561, California",93561,34630,,,,,,
8710000US0693562,"ZCTA5 93562, California",93562,1818,,,,,,
8710000US0693601,"ZCTA5 93601, California",93601,1909,,,,,,
8710000US0693563,"ZCTA5 93563, California",93563,388,,,,,,
8710000US0693591,"ZCTA5 93591, California",93591,7285,,,,,,
8710000US0693592,"ZCTA5 93592, California",93592,64,,,,,,
8710000US0693602,"ZCTA5 93602, California",93602,3862,,,,,,
8710000US0693603,"ZCTA5 93603, California",93603,222,,,,,,
8710000US0693604,"ZCTA5 93604, California",93604,674,,,,,,
8710000US0693605,"ZCTA5 93605, California",93605,175,,,,,,
8710000US0693606,"ZCTA5 93606, California",93606,1217,,,,,,
8710000US0693608,"ZCTA5 93608, California",93608,1114,,,,,,
8710000US0694502,"ZCTA5 94502, California",94502,13600,,,,,,
8710000US0694503,"ZCTA5 94503, California",94503,19681,,,,,,
8710000US0694505,"ZCTA5 94505, California",94505,13403,,,,,,
8710000US0694506,"ZCTA5 94506, California",94506,22452,,,,,,
8710000US0694507,"ZCTA5 94507, California",94507,14889,,,,,,
8710000US0694508,"ZCTA5 94508, California",94508,3661,,,,,,
8710000US0694509,"ZCTA5 94509, California",94509,62439,,,,,,
8710000US0694510,"ZCTA5 94510, California",94510,27088,,,,,,
8710000US0694511,"ZCTA5 94511, California",94511,2137,,,,,,
8710000US0694512,"ZCTA5 94512, California",94512,108,,,,,,
8710000US0694513,"ZCTA5 94513, California",94513,54605,,,,,,
8710000US0694514,"ZCTA5 94514, California",94514,1360,,,,,,
8710000US0694515,"ZCTA5 94515, California",94515,7050,,,,,,
8710000US0694516,"ZCTA5 94516, California",94516,211,,,,,,
8710000US0694517,"ZCTA5 94517, California",94517,12385,,,,,,
8710000US0694518,"ZCTA5 94518, California",94518,26778,,,,,,
8710000US0694519,"ZCTA5 94519, California",94519,18453,,,,,,
8710000US0694520,"ZCTA5 94520, California",94520,37208,,,,,,
8710000US0694521,"ZCTA5 94521, California",94521,41249,,,,,,
8710000US0694523,"ZCTA5 94523, California",94523,33569,,,,,,
8710000US0694525,"ZCTA5 94525, California",94525,3127,,,,,,
8710000US0694526,"ZCTA5 94526, California",94526,31102,,,,,,
8710000US0694528,"ZCTA5 94528, California",94528,964,,,,,,
8710000US0694530,"ZCTA5 94530, California",94530,23877,,,,,,
8710000US0694531,"ZCTA5 94531, California",94531,40290,,,,,,
8710000US0694536,"ZCTA5 94536, California",94536,68790,,,,,,
8710000US0694533,"ZCTA5 94533, California",94533,69277,,,,,,
8710000US0694534,"ZCTA5 94534, California",94534,36416,,,,,,
8710000US0694535,"ZCTA5 94535, California",94535,3793,,,,,,
8710000US0694538,"ZCTA5 94538, California",94538,61148,,,,,,
8710000US0694539,"ZCTA5 94539, California",94539,50031,,,,,,
8710000US0694541,"ZCTA5 94541, California",94541,61635,,,,,,
8710000US0694542,"ZCTA5 94542, California",94542,12717,,,,,,
8710000US0695205,"ZCTA5 95205, California",95205,38069,,,,,,
8710000US0695206,"ZCTA5 95206, California",95206,65004,,,,,,
8710000US0695207,"ZCTA5 95207, California",95207,47965,,,,,,
8710000US0695209,"ZCTA5 95209, California",95209,39488,,,,,,
8710000US0695210,"ZCTA5 95210, California",95210,39009,,,,,,
8710000US0695211,"ZCTA5 95211, California",95211,1545,,,,,,
8710000US0695212,"ZCTA5 95212, California",95212,25239,,,,,,
8710000US0695215,"ZCTA5 95215, California",95215,23224,,,,,,
8710000US0695219,"ZCTA5 95219, California",95219,27884,,,,,,
8710000US0695223,"ZCTA5 95223, California",95223,4612,,,,,,
8710000US0693463,"ZCTA5 93463, California",93463,7646,,,,,,
8710000US0695220,"ZCTA5 95220, California",95220,7273,,,,,,
8710000US0695222,"ZCTA5 95222, California",95222,5292,,,,,,
8710000US0695224,"ZCTA5 95224, California",95224,429,,,,,,
8710000US0695225,"ZCTA5 95225, California",95225,672,,,,,,
8710000US0695226,"ZCTA5 95226, California",95226,84,,,,,,
8710000US0695227,"ZCTA5 95227, California",95227,941,,,,,,
8710000US0695228,"ZCTA5 95228, California",95228,3976,,,,,,
8710000US0695230,"ZCTA5 95230, California",95230,718,,,,,,
8710000US0695231,"ZCTA5 95231, California",95231,4374,,,,,,
8710000US0695232,"ZCTA5 95232, California",95232,304,,,,,,
8710000US0695233,"ZCTA5 95233, California",95233,436,,,,,,
8710000US0695234,"ZCTA5 95234, California",95234,70,,,,,,
8710000US0695236,"ZCTA5 95236, California",95236,4223,,,,,,
8710000US0695237,"ZCTA5 95237, California",95237,3167,,,,,,
8710000US0695240,"ZCTA5 95240, California",95240,47172,,,,,,
8710000US0695242,"ZCTA5 95242, California",95242,25393,,,,,,
8710000US0695245,"ZCTA5 95245, California",95245,2277,,,,,,
8710000US0695246,"ZCTA5 95246, California",95246,1615,,,,,,
8710000US0695247,"ZCTA5 95247, California",95247,4368,,,,,,
8710000US0695248,"ZCTA5 95248, California",95248,301,,,,,,
8710000US0695249,"ZCTA5 95249, California",95249,4042,,,,,,
8710000US0695250,"ZCTA5 95250, California",95250,78,,,,,,
8710000US0693609,"ZCTA5 93609, California",93609,5640,,,,,,
8710000US0693610,"ZCTA5 93610, California",93610,23833,,,,,,
8710000US0693611,"ZCTA5 93611, California",93611,45614,,,,,,
8710000US0693612,"ZCTA5 93612, California",93612,35351,,,,,,
8710000US0693614,"ZCTA5 93614, California",93614,11661,,,,,,
8710000US0693615,"ZCTA5 93615, California",93615,6042,,,,,,
8710000US0693616,"ZCTA5 93616, California",93616,2627,,,,,,
8710000US0693618,"ZCTA5 93618, California",93618,28262,,,,,,
8710000US0693619,"ZCTA5 93619, California",93619,28965,,,,,,
8710000US0693620,"ZCTA5 93620, California",93620,9591,,,,,,
8710000US0693621,"ZCTA5 93621, California",93621,464,,,,,,
8710000US0694544,"ZCTA5 94544, California",94544,73026,,,,,,
8710000US0694545,"ZCTA5 94545, California",94545,29707,,,,,,
8710000US0694546,"ZCTA5 94546, California",94546,42209,,,,,,
8710000US0694547,"ZCTA5 94547, California",94547,24092,,,,,,
8710000US0694548,"ZCTA5 94548, California",94548,412,,,,,,
8710000US0694549,"ZCTA5 94549, California",94549,26864,,,,,,
8710000US0694550,"ZCTA5 94550, California",94550,46896,,,,,,
8710000US0694551,"ZCTA5 94551, California",94551,36867,,,,,,
8710000US0694552,"ZCTA5 94552, California",94552,14454,,,,,,
8710000US0694553,"ZCTA5 94553, California",94553,47065,,,,,,
8710000US0694555,"ZCTA5 94555, California",94555,34143,,,,,,
8710000US0694556,"ZCTA5 94556, California",94556,15229,,,,,,
8710000US0694558,"ZCTA5 94558, California",94558,66830,,,,,,
8710000US0694559,"ZCTA5 94559, California",94559,27184,,,,,,
8710000US0694560,"ZCTA5 94560, California",94560,42573,,,,,,
8710000US0694561,"ZCTA5 94561, California",94561,36515,,,,,,
8710000US0694563,"ZCTA5 94563, California",94563,17672,,,,,,
8710000US0694564,"ZCTA5 94564, California",94564,18287,,,,,,
8710000US0694565,"ZCTA5 94565, California",94565,84641,,,,,,
